こういう感じに、データの先頭に
データ以外の行があった場合
ヘッダ情報とみなしてスルーします。
2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10	2.70E-10
2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10	2.8E-10
2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10	2.90E-10
3E-10	3E-10	3E-10	3E-10	3E-10	3E-10	3E-10	3E-10	3E-10	3E-10	3E-10	3E-10	3E-10	3E-10	3E-10
3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10	3.10E-10
3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10	3.2E-10
3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10	3.30E-10
3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10	3.4E-10
3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10	3.50E-10
3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10	3.6E-10
3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10	3.70E-10
3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10	3.8E-10
3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10	3.90E-10
4E-10	4E-10	4E-10	4E-10	4E-10	4E-10	4E-10	4E-10	4E-10	4E-10	4E-10	4E-10	4E-10	4E-10	4E-10
4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10	4.10E-10
4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10	4.2E-10
4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10	4.30E-10
4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10	4.4E-10
4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10	4.50E-10
4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10	4.6E-10
4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10	4.70E-10
4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10	4.8E-10
4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10	4.90E-10
5E-10	5E-10	5E-10	5E-10	5E-10	5E-10	5E-10	5E-10	5E-10	5E-10	5E-10	5E-10	5E-10	5E-10	5E-10
5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10	5.10E-10
5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10	5.2E-10
5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10	5.30E-10
5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10	5.4E-10
5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10	5.50E-10
5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10	5.6E-10
5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10	5.70E-10
5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10	5.8E-10
5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10	5.90E-10
6E-10	6E-10	6E-10	6E-10	6E-10	6E-10	6E-10	6E-10	6E-10	6E-10	6E-10	6E-10	6E-10	6E-10	6E-10
6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10	6.10E-10
6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10	6.2E-10
6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10	6.30E-10
6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10	6.4E-10
6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10	6.50E-10
6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10	6.6E-10
6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10	6.70E-10
6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10	6.8E-10
6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10	6.90E-10
7E-10	7E-10	7E-10	7E-10	7E-10	7E-10	7E-10	7E-10	7E-10	7E-10	7E-10	7E-10	7E-10	7E-10	7E-10
7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10	7.10E-10
7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10	7.2E-10
7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10	7.30E-10
7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10	7.4E-10
7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10	7.50E-10
7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10	7.6E-10
7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10	7.70E-10
7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10	7.8E-10
7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10	7.90E-10
8E-10	8E-10	8E-10	8E-10	8E-10	8E-10	8E-10	8E-10	8E-10	8E-10	8E-10	8E-10	8E-10	8E-10	8E-10
8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10	8.10E-10
8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10	8.2E-10
8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10	8.30E-10
8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10	8.4E-10
8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10	8.50E-10
8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10	8.6E-10
8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10	8.70E-10
8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10	8.8E-10
8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10	8.90E-10
9E-10	9E-10	9E-10	9E-10	9E-10	9E-10	9E-10	9E-10	9E-10	9E-10	9E-10	9E-10	9E-10	9E-10	9E-10
9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10	9.10E-10
9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10	9.2E-10
9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10	9.30E-10
9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10	9.4E-10
9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10	9.50E-10
9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10	9.6E-10
9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10	9.70E-10
9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10	9.8E-10
9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10	9.90E-10
0.000000001	0.000000001	0.000000001	0.000000001	0.000000001	0.000000001	0.000000001	0.000000001	0.000000001	0.000000001	0.000000001	0.000000001	0.000000001	0.000000001	0.000000001
1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09	1.01E-09
1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09	1.02E-09
1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09	1.03E-09
1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09	1.04E-09
1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09	1.05E-09
1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09	1.06E-09
1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09	1.07E-09
1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09	1.08E-09
1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09	1.09E-09
1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09	1.1E-09
1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09	1.11E-09
1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09	1.12E-09
1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09	1.13E-09
1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09
1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09	1.15E-09
1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09	1.16E-09
1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09	1.17E-09
1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09	1.18E-09
1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09	1.19E-09
1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09	1.2E-09
1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09	1.21E-09
1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09	1.22E-09
1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09	1.23E-09
1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09	1.24E-09
1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09
1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09	1.26E-09
1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09	1.27E-09
1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09	1.28E-09
1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09	1.29E-09
1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09	1.3E-09
1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09	1.31E-09
1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09	1.32E-09
1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09	1.33E-09
1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09	1.34E-09
1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09	1.35E-09
1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09	1.36E-09
